timestamp,chromosome,ff_0,ff_1,n.generation,success_rate,energy,time,computational_time,energy_propeller,energy_joint,traj_name,chromosome_dict
1690278899.647068,"[-0.4, 0.05, 0, 8, 6, 8, 0, 0.4, 2, 2, 9, 1, 7, 1, 5, 1, 0, 0, 0, 5, 2]",5000000.0,5000000.0,0.0,0.0,0.0,0.0,1690278899.6530392,"[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","['', '', '', '', '']",
1690278899.657717,"[-0.25, 0.05, -0.01, 10, 10, -6, 0, 0.35, 2, 3, 10, 1, 13, 2, 3, 1, 0, 0, 0, 1, 3]",5000000.0,5000000.0,0.0,0.0,0.0,0.0,1690278899.6591015,"[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","['', '', '', '', '']",
1690278899.661033,"[-0.15, 0.05, 0.01, 0, -10, 0, 0, 0.3, 4, 1, 0, 0, 7, 0, 7, 1, 0, 0, 0, 6, 0]",5000000.0,5000000.0,0.0,0.0,0.0,0.0,1690278899.6623564,"[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","['', '', '', '', '']",
1690278899.664205,"[-0.25, 0.05, 0.01, -10, -4, 6, 0, 0.35, 3, 3, 14, 2, 4, 0, 7, 1, 0, 0, 0, 6, 0]",1000135.1415907452,1000005.4438864348,0.0,0.8,675.7079537261714,27.21943217459324,1690278899.6654663,"[230.58536783894544, 165.89391526714837, 100.56037135633584, 161.9380492767852, nan]","[3.6941657052904815, 4.215030402826425, 4.624530506691509, 4.196523372148094, nan]","['result/2023-07-25_11h13m36s/[-0.25, 0.05, 0.01, -10, -4, 6, 0, 0.35, 3, 3, 14, 2, 4, 0, 7, 1, 0, 0, 0, 6, 0]-2023-07-25_11h14m38s', 'result/2023-07-25_11h13m36s/[-0.25, 0.05, 0.01, -10, -4, 6, 0, 0.35, 3, 3, 14, 2, 4, 0, 7, 1, 0, 0, 0, 6, 0]-2023-07-25_11h15m44s', 'result/2023-07-25_11h13m36s/[-0.25, 0.05, 0.01, -10, -4, 6, 0, 0.35, 3, 3, 14, 2, 4, 0, 7, 1, 0, 0, 0, 6, 0]-2023-07-25_11h16m48s', 'result/2023-07-25_11h13m36s/[-0.25, 0.05, 0.01, -10, -4, 6, 0, 0.35, 3, 3, 14, 2, 4, 0, 7, 1, 0, 0, 0, 6, 0]-2023-07-25_11h14m44s', '']",
1690278899.667363,"[-0.1, 0.05, 0.01, -6, 0, 6, 0, 0.25, 4, 2, 0, 0, 7, 0, 7, 1, 0, 0, 0, 6, 6]",5000000.0,5000000.0,0.0,0.0,0.0,0.0,1690278899.6686444,"[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","['', '', '', '', '']",
1690278899.67048,"[-0.35, 0.05, 0, 8, 6, 2, 0, 0.4, 4, 3, 11, 2, 3, 0, 7, 1, 0, 0, 0, 5, 1]",5000000.0,5000000.0,0.0,0.0,0.0,0.0,1690278899.6717584,"[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","['', '', '', '', '']",
1690278899.673607,"[-0.15, 0.05, 0.01, -8, 10, 2, 0, 0.3, 3.5, 3, 6, 1, 14, 2, 9, 1, 0, 0, 0, 1, 2]",5000000.0,5000000.0,0.0,0.0,0.0,0.0,1690278899.674919,"[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","['', '', '', '', '']",
1690278899.676761,"[-0.3, 0.05, 0, 6, 0, 10, 0, 0.4, 2.5, 1, 14, 0, 7, 0, 7, 1, 0, 0, 0, 6, 3]",5000000.0,5000000.0,0.0,0.0,0.0,0.0,1690278899.6780653,"[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","['', '', '', '', '']",
1690278899.679954,"[-0.1, 0.05, -0.03, -8, 10, 6, 0, 0.1, 3, 1, 14, 1, 9, 1, 14, 1, 0, 0, 0, 3, 5]",5000000.0,5000000.0,0.0,0.0,0.0,0.0,1690278899.6812527,"[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","['', '', '', '', '']",
1690278899.683081,"[-0.1, 0.05, 0, 10, -6, 2, 0, 0.2, 2, 2, 6, 2, 11, 0, 7, 1, 0, 0, 0, 0, 2]",5000000.0,5000000.0,0.0,0.0,0.0,0.0,1690278899.6843383,"[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","['', '', '', '', '']",
