timestamp,name_drone,distance,angle,radius,type_obstacle,initial_speed_x,initial_roll,initial_pitch,initial_yaw,success,energy,time,computational_time,energy_propeller,energy_joint,traj_name
1706784006.30894,drone_nsga_46295d0_1,30,10,6,sphere,10,0,5,0,True,69.07609495888256,5.842096864169277,56.24660634994507,68.43085224827091,0.6452427106116574,result/2024-02-01_11h38m14s/drone_nsga_46295d0_1-2024-02-01_11h40m06s
1706784007.111607,drone_nsga_46295d0_1,30,0,6,sphere,12,0,-5,0,False,,,112.87657737731934,,,
1706784007.378856,fixed_wing_drone_back,30,10,2,sphere,12,0,0,0,True,123.74992470134616,6.709359351447932,26.608227014541626,123.74681461570438,0.00311008564178558,result/2024-02-01_11h38m14s/fixed_wing_drone_back-2024-02-01_11h40m07s
1706784008.426579,fixed_wing_drone_back,30,30,8,sphere,8,0,0,0,False,,,114.20175337791443,,,
1706784009.109675,drone_nsga_46295d0_1,30,40,0,sphere,12,0,5,0,False,,,114.87043929100037,,,
1706784010.720271,fixed_wing_drone_back,30,20,8,sphere,10,0,-5,0,False,,,116.49598598480225,,,
1706784011.089434,fixed_wing_drone_back,30,10,8,sphere,10,0,5,0,False,,,116.86570692062378,,,
1706784012.833954,fixed_wing_drone_back,50,50,2,sphere,8,0,0,0,True,460.9285559189667,12.373587659623874,56.9482147693634,460.91939320796297,0.009162711003713873,result/2024-02-01_11h38m14s/fixed_wing_drone_back-2024-02-01_11h40m12s
1706784018.148685,fixed_wing_drone_back,40,20,0.5,sphere,10,0,-5,0,True,287.14522585173813,8.925510570240252,49.0263729095459,287.1410216875364,0.004204164201742979,result/2024-02-01_11h38m14s/fixed_wing_drone_back-2024-02-01_11h40m18s
1706784020.372322,fixed_wing_drone_back,40,10,0.5,sphere,12,0,-5,0,True,228.7412353976275,8.93255595499652,32.688833475112915,228.7348561042694,0.006379293358095091,result/2024-02-01_11h38m14s/fixed_wing_drone_back-2024-02-01_11h40m20s
1706784021.566298,fixed_wing_drone_back,30,0,0,sphere,10,0,5,0,True,187.09656078827246,6.630044166198061,20.939885139465332,187.09426350169616,0.0022972865762954015,result/2024-02-01_11h38m14s/fixed_wing_drone_back-2024-02-01_11h40m21s
1706784022.647922,fixed_wing_drone_back,40,40,0,sphere,12,0,0,0,True,236.77189554353285,9.824436566432947,36.03302836418152,236.7668659607045,0.005029582828334019,result/2024-02-01_11h38m14s/fixed_wing_drone_back-2024-02-01_11h40m22s
1706784023.324195,fixed_wing_drone_back,50,0,0,sphere,10,0,5,0,True,371.0679113397494,10.277009842182613,32.259727478027344,371.06455502627347,0.003356313475928876,result/2024-02-01_11h38m14s/fixed_wing_drone_back-2024-02-01_11h40m23s
1706784027.533652,fixed_wing_drone_back,30,0,8,sphere,12,0,5,0,False,,,70.97870588302612,,,
1706784028.400472,fixed_wing_drone_back,50,20,8,sphere,12,0,-5,0,True,372.3659806970771,12.367867313186618,70.7387170791626,372.356826600105,0.009154096972038853,result/2024-02-01_11h38m14s/fixed_wing_drone_back-2024-02-01_11h40m28s
1706784028.564751,fixed_wing_drone_back,30,20,2,sphere,12,0,0,0,True,130.04491738065155,6.789717010231039,36.93368172645569,130.04139855510337,0.0035188255481733545,result/2024-02-01_11h38m14s/fixed_wing_drone_back-2024-02-01_11h40m28s
1706784030.03726,drone_nsga_46295d0_1,30,10,0.5,sphere,12,0,0,0,True,19.799717187882916,5.2587264309874975,43.88045287132263,19.423460952769474,0.37625623511344286,result/2024-02-01_11h38m14s/drone_nsga_46295d0_1-2024-02-01_11h40m30s
1706784030.138035,fixed_wing_drone_back,50,10,4,sphere,8,0,0,0,True,457.6444269423205,10.51555988614342,39.02379488945007,457.63841379866193,0.0060131436585593315,result/2024-02-01_11h38m14s/fixed_wing_drone_back-2024-02-01_11h40m30s
