timestamp,name_drone,distance,angle,radius,type_obstacle,initial_speed_x,initial_roll,initial_pitch,initial_yaw,success,energy,time,computational_time,energy_propeller,energy_joint,traj_name
1708597909.816945,bix3,30,50,0,sphere,10,0,-5,0,True,230.3743004718693,8.744278183259015,12.132368326187134,230.31875907126016,0.05554140060913362,result/2024-02-22_10h31m37s/bix3-2024-02-22_10h31m49s
1708597910.413012,bix3,40,0,0,sphere,8,0,0,0,True,348.87501525478615,8.783571392324665,12.727831363677979,348.85713766309686,0.017877591689296868,result/2024-02-22_10h31m37s/bix3-2024-02-22_10h31m50s
1708597910.912592,bix3,30,0,0,sphere,8,0,-5,0,True,255.6939386096413,7.013648051496078,13.231573820114136,255.6765417738774,0.017396835763881575,result/2024-02-22_10h31m37s/bix3-2024-02-22_10h31m50s
1708597913.182147,bix3,30,10,0.5,sphere,8,0,5,0,True,260.12189420029205,7.188136005710743,15.500083684921265,260.09602757104216,0.0258666292498689,result/2024-02-22_10h31m37s/bix3-2024-02-22_10h31m53s
1708597913.22419,bix3,30,0,0.5,sphere,10,0,0,0,True,190.66896593633894,6.610962438069319,15.542994022369385,190.64901899305318,0.01994694328575923,result/2024-02-22_10h31m37s/bix3-2024-02-22_10h31m53s
1708597915.546355,bix3,40,10,2,sphere,12,0,0,0,True,211.88116142597096,8.584465669607606,17.860167741775513,211.8395681409843,0.04159328498665549,result/2024-02-22_10h31m37s/bix3-2024-02-22_10h31m55s
1708597915.826414,bix3,30,0,2,sphere,12,0,5,0,False,,,18.14510989189148,,,
1708597916.22328,bix3,30,10,2,sphere,12,0,-5,0,True,125.45023121897403,6.714329105170147,18.541050672531128,125.40769345066336,0.04253776831067104,result/2024-02-22_10h31m37s/bix3-2024-02-22_10h31m56s
1708597916.455481,bix3,40,0,0.5,sphere,10,0,5,0,True,280.74479914694876,8.447321549364954,18.770177841186523,280.72924404664764,0.015555100301134328,result/2024-02-22_10h31m37s/bix3-2024-02-22_10h31m56s
1708597916.644465,opt1,30,0,0,sphere,10,0,-5,0,True,45.810382221792715,5.408878279333328,18.941622734069824,45.429846071603805,0.38053615018890885,result/2024-02-22_10h31m37s/opt1-2024-02-22_10h31m56s
1708597916.683374,bix3,30,30,0,sphere,12,0,0,0,True,142.90955091971676,7.254481778220683,19.000094890594482,142.85816569315588,0.05138522656087241,result/2024-02-22_10h31m37s/bix3-2024-02-22_10h31m56s
1708597917.468397,bix3,30,0,6,sphere,10,0,-5,0,True,248.96107205910613,8.664770338952618,19.786998748779297,248.86645683821303,0.0946152208930929,result/2024-02-22_10h31m37s/bix3-2024-02-22_10h31m57s
1708597917.467256,bix3,40,10,0.5,sphere,10,0,-5,0,True,282.3621300465057,8.663945991185635,19.78125834465027,282.333233934985,0.028896111520652117,result/2024-02-22_10h31m37s/bix3-2024-02-22_10h31m57s
1708597917.483244,bix3,30,40,4,sphere,10,0,0,0,True,220.93457526492585,8.258769976826498,19.798929452896118,220.8664262584336,0.06814900649226496,result/2024-02-22_10h31m37s/bix3-2024-02-22_10h31m57s
1708597918.172655,bix3,50,10,0,sphere,8,0,-5,0,True,441.83183244259607,10.706244740137796,20.477264165878296,441.7920082596026,0.03982418299347945,result/2024-02-22_10h31m37s/bix3-2024-02-22_10h31m58s
