timestamp,chromosome,ff_0,ff_1,n.generation,success_rate,energy,time,computational_time,energy_propeller,energy_joint,traj_name,chromosome_dict
1689270248.262463,"[-0.1, 0.05, 0.02, -4, 0, 0, 0, 0.2, 2, 2, 14, 2, 6, 0, 7, 1, 0, 0, 0, 3, 5]",5000000.0,5000000.0,0.0,0.0,0.0,0.0,1689270248.2675798,"[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","['', '', '', '', '']",
1689270248.271827,"[-0.1, 0.05, 0, -6, -6, -10, 0, 0.4, 4, 3, 5, 2, 0, 2, 10, 1, 0, 0, 0, 6, 3]",5000000.0,5000000.0,0.0,0.0,0.0,0.0,1689270248.2729983,"[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","['', '', '', '', '']",
1689270248.274764,"[-0.4, 0.05, -0.01, 2, -10, 8, 0, 0.4, 2, 2, 13, 1, 5, 0, 7, 1, 0, 0, 0, 4, 6]",5000000.0,5000000.0,0.0,0.0,0.0,0.0,1689270248.2758882,"[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","['', '', '', '', '']",
1689270248.277519,"[-0.4, 0.05, -0.03, 8, -6, -2, 0, 0.35, 4, 2, 4, 0, 7, 0, 7, 1, 0, 0, 0, 0, 3]",5000000.0,5000000.0,0.0,0.0,0.0,0.0,1689270248.2786396,"[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","['', '', '', '', '']",
1689270248.280206,"[-0.3, 0.05, 0.03, -2, -2, -10, 0, 0.35, 4.5, 3, 13, 0, 7, 0, 7, 1, 0, 0, 0, 0, 3]",5000000.0,5000000.0,0.0,0.0,0.0,0.0,1689270248.281309,"[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","['', '', '', '', '']",
1689270248.282888,"[-0.35, 0.05, 0.01, 6, -8, 2, 0, 0.3, 4.5, 1, 9, 0, 7, 0, 7, 1, 0, 0, 0, 6, 1]",5000000.0,5000000.0,0.0,0.0,0.0,0.0,1689270248.283894,"[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","['', '', '', '', '']",
1689270248.285204,"[-0.3, 0.05, 0, -6, -8, 2, 0, 0.4, 4, 3, 11, 1, 5, 0, 7, 1, 0, 0, 0, 3, 3]",5000000.0,5000000.0,0.0,0.0,0.0,0.0,1689270248.2861931,"[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","['', '', '', '', '']",
1689270248.287813,"[-0.2, 0.05, -0.01, 6, 2, -4, 0, 0.25, 2, 3, 9, 2, 8, 0, 7, 1, 0, 0, 0, 3, 5]",4000028.821777415,4000001.221050015,0.0,0.2,144.1088870722254,6.105250072521291,1689270248.2887402,"[nan, nan, nan, nan, 142.52502102627847]","[nan, nan, nan, nan, 1.583866045946931]","['', '', '', '', 'result/2023-07-13_19h04m08s/[-0.2, 0.05, -0.01, 6, 2, -4, 0, 0.25, 2, 3, 9, 2, 8, 0, 7, 1, 0, 0, 0, 3, 5]-2023-07-13_19h05m31s']",
1689270248.29007,"[-0.15, 0.05, 0.01, -4, 6, 6, 0, 0.25, 5, 1, 12, 0, 7, 0, 7, 1, 0, 0, 0, 4, 0]",5000000.0,5000000.0,0.0,0.0,0.0,0.0,1689270248.2911253,"[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","['', '', '', '', '']",
1689270248.292494,"[-0.2, 0.05, 0.02, -10, 0, -2, 0, 0.35, 3, 3, 2, 1, 1, 2, 2, 1, 0, 0, 0, 2, 0]",5000000.0,5000000.0,0.0,0.0,0.0,0.0,1689270248.293415,"[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","['', '', '', '', '']",
